,Unnamed: 0,File directory,File name,Dimension(filtered),N(sample),N(filtered feature),Repetition Rate,File directory(CEB server/Iris),,"In RegPA, experiments were done in two times, once with  50<=size<=300, once with 300<=size<=500. One of datasets of size 300 got double counted. 8 datasets got replaced with other datasets with the same last 8 digit in filenames. Hence, there are 704 datasets for RegPA results.",
1230,1230,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3913.csv,data_CHEMBL3913.csv,"(122, 256)",122,256,0.172131148,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3913.csv,,,
1361,1361,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1293269.csv,data_CHEMBL1293269.csv,"(122, 420)",122,420,0.024590164,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1293269.csv,,,
1420,1420,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5631.csv,data_CHEMBL5631.csv,"(122, 227)",122,227,0.024590164,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5631.csv,,,
1567,1567,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5319.csv,data_CHEMBL5319.csv,"(122, 464)",122,464,0.286885246,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5319.csv,,,
1745,1745,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2095181.csv,data_CHEMBL2095181.csv,"(122, 249)",122,249,0.032786885,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2095181.csv,,,
1445,1445,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4908.csv,data_CHEMBL4908.csv,"(123, 171)",123,171,0.25203252,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4908.csv,,,
1935,1935,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4772.csv,data_CHEMBL4772.csv,"(123, 160)",123,160,0.040650407,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4772.csv,,,
1998,1998,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3802.csv,data_CHEMBL3802.csv,"(123, 215)",123,215,0.024390244,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3802.csv,,,
25,25,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2319.csv,data_CHEMBL2319.csv,"(124, 328)",124,328,0.153225806,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2319.csv,,,
774,774,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL6080.csv,data_CHEMBL6080.csv,"(124, 265)",124,265,0.064516129,/home/iris/PA/qsar_data_unsorted/data_CHEMBL6080.csv,,,
955,955,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2111367.csv,data_CHEMBL2111367.csv,"(124, 272)",124,272,0.072580645,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2111367.csv,,,
975,975,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2096977.csv,data_CHEMBL2096977.csv,"(124, 154)",124,154,0.024193548,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2096977.csv,,,
1167,1167,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5582.csv,data_CHEMBL5582.csv,"(124, 199)",124,199,0.080645161,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5582.csv,,,
1987,1987,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5485.csv,data_CHEMBL5485.csv,"(124, 228)",124,228,0.112903226,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5485.csv,,,
2092,2092,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2664.csv,data_CHEMBL2664.csv,"(124, 221)",124,221,0.032258065,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2664.csv,,,
375,375,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5048.csv,data_CHEMBL5048.csv,"(125, 182)",125,182,0.616,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5048.csv,,,
502,502,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2526.csv,data_CHEMBL2526.csv,"(125, 191)",125,191,0.16,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2526.csv,,,
941,941,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4718.csv,data_CHEMBL4718.csv,"(125, 505)",125,505,0.488,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4718.csv,,,
1515,1515,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4921.csv,data_CHEMBL4921.csv,"(125, 221)",125,221,0.048,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4921.csv,,,
1628,1628,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3190.csv,data_CHEMBL3190.csv,"(125, 207)",125,207,0.136,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3190.csv,,,
1747,1747,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2919.csv,data_CHEMBL2919.csv,"(125, 266)",125,266,0.224,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2919.csv,,,
1964,1964,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5122.csv,data_CHEMBL5122.csv,"(125, 463)",125,463,0.352,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5122.csv,,,
223,223,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4421.csv,data_CHEMBL4421.csv,"(126, 208)",126,208,0.079365079,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4421.csv,,,
554,554,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5704.csv,data_CHEMBL5704.csv,"(126, 185)",126,185,0.158730159,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5704.csv,,,
1461,1461,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1904.csv,data_CHEMBL1904.csv,"(126, 246)",126,246,0.023809524,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1904.csv,,,
1826,1826,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3593.csv,data_CHEMBL3593.csv,"(126, 231)",126,231,0.023809524,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3593.csv,,,
1926,1926,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1805.csv,data_CHEMBL1805.csv,"(126, 272)",126,272,0.095238095,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1805.csv,,,
198,198,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4145.csv,data_CHEMBL4145.csv,"(127, 333)",127,333,0.299212598,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4145.csv,,,
206,206,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1798.csv,data_CHEMBL1798.csv,"(127, 270)",127,270,0.023622047,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1798.csv,,,
772,772,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1293265.csv,data_CHEMBL1293265.csv,"(127, 430)",127,430,0.393700787,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1293265.csv,,,
1120,1120,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4662.csv,data_CHEMBL4662.csv,"(127, 200)",127,200,0.031496063,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4662.csv,,,
1157,1157,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1163125.csv,data_CHEMBL1163125.csv,"(127, 228)",127,228,0.039370079,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1163125.csv,,,
1171,1171,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4105.csv,data_CHEMBL4105.csv,"(127, 210)",127,210,0.236220472,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4105.csv,,,
387,387,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2146303.csv,data_CHEMBL2146303.csv,"(128, 452)",128,452,0.0234375,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2146303.csv,,,
413,413,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5263.csv,data_CHEMBL5263.csv,"(128, 229)",128,229,0.046875,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5263.csv,,,
1057,1057,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3935.csv,data_CHEMBL3935.csv,"(128, 517)",128,517,0.3125,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3935.csv,,,
1382,1382,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3446.csv,data_CHEMBL3446.csv,"(128, 222)",128,222,0.1796875,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3446.csv,,,
473,473,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5103.csv,data_CHEMBL5103.csv,"(129, 266)",129,266,0.100775194,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5103.csv,,,
1762,1762,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4824.csv,data_CHEMBL4824.csv,"(129, 254)",129,254,0.224806202,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4824.csv,,,
976,976,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1293303.csv,data_CHEMBL1293303.csv,"(130, 575)",130,575,0.976923077,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1293303.csv,,,
1724,1724,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1949.csv,data_CHEMBL1949.csv,"(130, 224)",130,224,0.076923077,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1949.csv,,,
860,860,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2111416.csv,data_CHEMBL2111416.csv,"(131, 205)",131,205,0.06870229,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2111416.csv,,,
1087,1087,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3521.csv,data_CHEMBL3521.csv,"(131, 350)",131,350,0.13740458,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3521.csv,,,
1144,1144,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2978.csv,data_CHEMBL2978.csv,"(131, 213)",131,213,0.038167939,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2978.csv,,,
182,182,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2096912.csv,data_CHEMBL2096912.csv,"(132, 294)",132,294,0.090909091,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2096912.csv,,,
1640,1640,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1803.csv,data_CHEMBL1803.csv,"(132, 237)",132,237,0.037878788,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1803.csv,,,
30,30,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2095217.csv,data_CHEMBL2095217.csv,"(133, 333)",133,333,0.097744361,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2095217.csv,,,
128,128,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4033.csv,data_CHEMBL4033.csv,"(133, 149)",133,149,0.165413534,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4033.csv,,,
411,411,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4828.csv,data_CHEMBL4828.csv,"(133, 146)",133,146,0.097744361,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4828.csv,,,
642,642,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5575.csv,data_CHEMBL5575.csv,"(133, 340)",133,340,0.07518797,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5575.csv,,,
1114,1114,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4919.csv,data_CHEMBL4919.csv,"(133, 188)",133,188,0.030075188,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4919.csv,,,
1444,1444,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1870.csv,data_CHEMBL1870.csv,"(133, 207)",133,207,0.045112782,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1870.csv,,,
238,238,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2111288.csv,data_CHEMBL2111288.csv,"(134, 241)",134,241,0.097014925,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2111288.csv,,,
306,306,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2097166.csv,data_CHEMBL2097166.csv,"(134, 343)",134,343,0.111940299,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2097166.csv,,,
777,777,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1293259.csv,data_CHEMBL1293259.csv,"(134, 557)",134,557,0.402985075,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1293259.csv,,,
921,921,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1907588.csv,data_CHEMBL1907588.csv,"(134, 265)",134,265,0.134328358,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1907588.csv,,,
978,978,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3897.csv,data_CHEMBL3897.csv,"(134, 224)",134,224,0.037313433,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3897.csv,,,
1241,1241,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3683.csv,data_CHEMBL3683.csv,"(134, 235)",134,235,0.171641791,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3683.csv,,,
1041,1041,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5203.csv,data_CHEMBL5203.csv,"(135, 196)",135,196,0.125925926,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5203.csv,,,
1307,1307,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5378.csv,data_CHEMBL5378.csv,"(136, 314)",136,314,0.029411765,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5378.csv,,,
1931,1931,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3753.csv,data_CHEMBL3753.csv,"(136, 206)",136,206,0.117647059,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3753.csv,,,
507,507,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3176.csv,data_CHEMBL3176.csv,"(137, 382)",137,382,0.248175182,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3176.csv,,,
1149,1149,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2004.csv,data_CHEMBL2004.csv,"(137, 210)",137,210,0.03649635,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2004.csv,,,
1163,1163,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1907587.csv,data_CHEMBL1907587.csv,"(137, 286)",137,286,0.01459854,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1907587.csv,,,
1612,1612,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2073.csv,data_CHEMBL2073.csv,"(137, 550)",137,550,0.313868613,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2073.csv,,,
996,996,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5028.csv,data_CHEMBL5028.csv,"(138, 243)",138,243,0.02173913,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5028.csv,,,
1079,1079,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2111414.csv,data_CHEMBL2111414.csv,"(138, 283)",138,283,0.18115942,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2111414.csv,,,
1514,1514,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4666.csv,data_CHEMBL4666.csv,"(138, 351)",138,351,0.18115942,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4666.csv,,,
1571,1571,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5480.csv,data_CHEMBL5480.csv,"(138, 223)",138,223,0.355072464,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5480.csv,,,
1622,1622,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3437.csv,data_CHEMBL3437.csv,"(138, 200)",138,200,0.057971014,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3437.csv,,,
1790,1790,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2474.csv,data_CHEMBL2474.csv,"(138, 192)",138,192,0.195652174,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2474.csv,,,
131,131,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2095216.csv,data_CHEMBL2095216.csv,"(139, 166)",139,166,0.064748201,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2095216.csv,,,
1555,1555,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5331.csv,data_CHEMBL5331.csv,"(139, 523)",139,523,0.330935252,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5331.csv,,,
1876,1876,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2095191.csv,data_CHEMBL2095191.csv,"(139, 380)",139,380,0.223021583,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2095191.csv,,,
43,43,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL6180.csv,data_CHEMBL6180.csv,"(140, 354)",140,354,0.85,/home/iris/PA/qsar_data_unsorted/data_CHEMBL6180.csv,,,
1787,1787,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3018.csv,data_CHEMBL3018.csv,"(141, 234)",141,234,0.028368794,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3018.csv,,,
1260,1260,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1255149.csv,data_CHEMBL1255149.csv,"(142, 239)",142,239,0.056338028,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1255149.csv,,,
17,17,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2872.csv,data_CHEMBL2872.csv,"(143, 525)",143,525,0.426573427,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2872.csv,,,
490,490,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4779.csv,data_CHEMBL4779.csv,"(143, 282)",143,282,0.055944056,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4779.csv,,,
1330,1330,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL401.csv,data_CHEMBL401.csv,"(143, 348)",143,348,0.202797203,/home/iris/PA/qsar_data_unsorted/data_CHEMBL401.csv,,,
1390,1390,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1907595.csv,data_CHEMBL1907595.csv,"(143, 270)",143,270,0.153846154,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1907595.csv,,,
1610,1610,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3392.csv,data_CHEMBL3392.csv,"(143, 227)",143,227,0.020979021,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3392.csv,,,
113,113,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3166.csv,data_CHEMBL3166.csv,"(144, 337)",144,337,0.0625,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3166.csv,,,
398,398,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2083.csv,data_CHEMBL2083.csv,"(144, 257)",144,257,0.111111111,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2083.csv,,,
628,628,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4051.csv,data_CHEMBL4051.csv,"(144, 214)",144,214,0.041666667,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4051.csv,,,
557,557,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2095171.csv,data_CHEMBL2095171.csv,"(145, 249)",145,249,0.075862069,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2095171.csv,,,
963,963,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2111429.csv,data_CHEMBL2111429.csv,"(145, 222)",145,222,0.027586207,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2111429.csv,,,
1201,1201,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4267.csv,data_CHEMBL4267.csv,"(145, 518)",145,518,0.475862069,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4267.csv,,,
1505,1505,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1939.csv,data_CHEMBL1939.csv,"(145, 159)",145,159,0.013793103,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1939.csv,,,
1750,1750,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5938.csv,data_CHEMBL5938.csv,"(145, 529)",145,529,0.634482759,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5938.csv,,,
201,201,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2096682.csv,data_CHEMBL2096682.csv,"(146, 402)",146,402,0.212328767,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2096682.csv,,,
575,575,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4142.csv,data_CHEMBL4142.csv,"(146, 560)",146,560,0.397260274,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4142.csv,,,
619,619,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2111389.csv,data_CHEMBL2111389.csv,"(146, 311)",146,311,0.047945205,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2111389.csv,,,
1679,1679,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL329.csv,data_CHEMBL329.csv,"(146, 303)",146,303,0.417808219,/home/iris/PA/qsar_data_unsorted/data_CHEMBL329.csv,,,
1861,1861,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1075051.csv,data_CHEMBL1075051.csv,"(146, 176)",146,176,0.205479452,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1075051.csv,,,
1134,1134,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3455.csv,data_CHEMBL3455.csv,"(147, 217)",147,217,0.06122449,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3455.csv,,,
1978,1978,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3037.csv,data_CHEMBL3037.csv,"(147, 287)",147,287,0.129251701,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3037.csv,,,
82,82,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5932.csv,data_CHEMBL5932.csv,"(148, 491)",148,491,0.425675676,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5932.csv,,,
2049,2049,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2096667.csv,data_CHEMBL2096667.csv,"(148, 318)",148,318,0.385135135,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2096667.csv,,,
277,277,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4781.csv,data_CHEMBL4781.csv,"(149, 173)",149,173,0.020134228,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4781.csv,,,
980,980,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4652.csv,data_CHEMBL4652.csv,"(149, 212)",149,212,0.020134228,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4652.csv,,,
1187,1187,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2096985.csv,data_CHEMBL2096985.csv,"(149, 184)",149,184,0.033557047,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2096985.csv,,,
2002,2002,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3180.csv,data_CHEMBL3180.csv,"(149, 175)",149,175,0.241610738,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3180.csv,,,
2040,2040,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4188.csv,data_CHEMBL4188.csv,"(149, 246)",149,246,0.053691275,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4188.csv,,,
1112,1112,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1075140.csv,data_CHEMBL1075140.csv,"(150, 290)",150,290,0.046666667,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1075140.csv,,,
